"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3","X4","X5"
0,0,0,0,1,0,2,0,0,0,0,0,5,5,0,0,0,17.8,0,1,"http://rosettacode.org//wiki/Array_length",0,0.966946605138362,0,0.0328395909274421,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,32.6666666666667,0,2,"http://rosettacode.org//wiki/Array_length",0,0.983367416189103,0,0.0164197954637069,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,27,0,2,"http://rosettacode.org//wiki/Array_length",0,0.983367416189103,0,0.0164197954637069,0
0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,1,0,27,1,0,"http://rosettacode.org//wiki/Array_map",0.0399719725342469,0.956654826117896,0,0.00322435530190667,0
0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,37.3333333333333,0,0,"http://rosettacode.org//wiki/Array_map",0,0.976229423184164,0,0,0.0235646738485179
0,0,0,0,0,0,0,1,0,0,0,0,31,31,0,0,0,16.8387096774194,0,0,"http://rosettacode.org//wiki/Array_search",0,0.753476061478838,0,0.246296931955884,0
0,0,1,0,0,0,0,1,2,0,0,0,11,11,2,2,0,39.7272727272727,2,0,"http://rosettacode.org//wiki/Array_search",0.0795647144161223,0.86449426777839,0,0.055851385339874,0
0,0,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,5.33333333333333,0,0,"http://rosettacode.org//wiki/Array_search",0,0.958736199612994,0,0.0410494886593068,0
0,0,0,0,0,0,0,1,0,0,0,0,11,11,1,1,0,19.7272727272727,1,0,"http://rosettacode.org//wiki/Array_search",0.0394663316644185,0.891285283161137,0,0.0690945882832978,0
0,0,0,2,4,0,2,0,1,0,0,0,15,8,9,2,0,42.6666666666667,2,0,"http://rosettacode.org//wiki/Arrays",0.081094131610435,0.771887348034763,0,0,0.14697186368777
1,0,1,2,0,0,8,10,0,0,0,2,22,21,0,0,1,23.2727272727273,0,1,"http://rosettacode.org//wiki/Balanced_brackets",0,0.816282336842882,0.117958418226594,0.0656461940676923,0
0,0,0,1,1,0,6,1,0,1,0,0,42,36,7,1,0,27.2619047619048,1,2,"http://rosettacode.org//wiki/Barnsley_fern",0.0300765088711441,0.666255559851412,0,0.133012410924229,0.170518356326458
1,0,2,5,0,0,14,2,15,1,0,6,77,68,19,13,3,45.1688311688312,13,0,"http://rosettacode.org//wiki/Base64_encode_data",0.543674695361164,0.015128198777443,0.351650388010523,0.0495602321285554,0.0409392525329859
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,140,1,0,"http://rosettacode.org//wiki/Base64_encode_data",0.0394490052808251,0.960402734070406,0,0,0
0,0,0,0,2,0,0,1,1,0,0,0,14,14,1,1,0,24.4285714285714,1,0,"http://rosettacode.org//wiki/Base64_encode_data",0.0392767163382328,0.866771704552353,0,0.0937959256513189,0
10,0,2,19,1,0,16,0,1,1,0,0,49,46,1,1,3,27.0408163265306,1,1,"http://rosettacode.org//wiki/Best_shuffle",0.0343089957585723,0.549236515691782,0.353819378762608,0.0627810551942234,0
0,0,0,2,0,0,1,0,1,0,0,0,7,7,1,1,0,33.2857142857143,1,1,"http://rosettacode.org//wiki/Binary_digits",0.0397191520993327,0.923970054639519,0,0.0361594717926,0
0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,19.2,0,0,"http://rosettacode.org//wiki/Binary_digits",0,0.966946605138362,0,0.0328395909274421,0
0,0,0,1,1,0,1,0,0,0,0,0,13,13,0,0,0,25.7692307692308,0,4,"http://rosettacode.org//wiki/Binary_search",0,0.901263360935423,0,0.098518772782356,0
0,0,0,0,1,0,2,0,0,0,0,0,15,15,0,0,0,22.4666666666667,0,2,"http://rosettacode.org//wiki/Binary_search",0,0.884842549884693,0,0.11493856824608,0
0,0,4,0,0,0,0,2,8,0,0,0,45,31,39,25,0,59.2888888888889,25,0,"http://rosettacode.org//wiki/Binary_strings",1.00178937581997,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,24,16,9,1,0,32.4166666666667,1,0,"http://rosettacode.org//wiki/Bitmap",0.0324806049571547,0.763269247337412,0,0,0.204136768550727
0,0,0,0,1,0,2,0,0,0,0,7,9,9,3,3,0,34.7777777777778,3,2,"http://rosettacode.org//wiki/Bitwise_operations",0.119789507385283,0.854045638134833,0,0.0261406241511017,0
1,0,1,2,0,0,7,2,1,0,0,0,20,20,0,0,0,22.05,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bogosort",0,0.843790522257863,0,0.155988056905394,0
1,0,1,19,0,0,16,1,4,1,0,0,166,165,16,16,1,22.6566265060241,16,0,"http://rosettacode.org//wiki/Knapsack_problem/Bounded",0.569668972035678,0,0.077470671926463,0.353976282023308,0
0,0,0,1,0,0,5,0,2,1,0,0,39,38,0,0,1,33.2051282051282,0,2,"http://rosettacode.org//wiki/Box_the_compass",0,0.67672120177964,0.117862053164328,0.205294965274142,0
3,0,0,4,0,6,22,2,1,1,0,0,133,113,20,0,0,35.0601503759398,0,0,"http://rosettacode.org//wiki/Brace_expansion",0,0,0,0.446891038885826,0.552989975091791
1,0,1,1,0,0,1,0,0,0,0,0,8,8,0,0,0,18.625,0,0,"http://rosettacode.org//wiki/Loops/Break",0,0.942315388562264,0,0.0574692841230307,0
1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,26.6666666666667,0,0,"http://rosettacode.org//wiki/Loops/Break",0,0.934104983036888,0,0.0656791818549031,0
1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,25,0,0,"http://rosettacode.org//wiki/Loops/Break",0,0.909473766460793,0,0.0903088750504883,0
1,0,0,1,1,0,0,0,0,1,0,0,20,20,0,0,0,22.7,0,4,"http://rosettacode.org/wiki/Bitmap/Bresenham%27s_line_algorithm",0,0.843790522257863,0,0.155988056905394,0
3,0,3,10,1,0,14,0,6,2,0,0,142,109,30,1,4,34.1056338028169,1,2,"http://rosettacode.org//wiki/Brownian_tree",0,0,0.343836493716262,0,0.656630593320933
0,0,0,2,0,0,1,1,0,0,0,0,15,15,0,0,0,24.4666666666667,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bubble_sort",0,0.884842549884693,0,0.11493856824608,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,27.6666666666667,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bubble_sort",0,0.983367416189103,0,0.0164197954637069,0
0,6,0,0,0,0,0,1,1,0,0,0,20,20,0,0,0,39.8,0,0,"http://rosettacode.org//wiki/CSV_to_HTML_translation",0,0.843790522257863,0,0.155988056905394,0
0,0,0,2,0,0,2,0,1,0,0,0,10,9,1,0,0,31.2,0,2,"http://rosettacode.org//wiki/Caesar_cipher",0,0.929955484688605,0,0.0428199135434612,0.0270159152503916
0,0,0,0,0,0,0,3,0,0,0,0,5,5,2,2,0,15.6,2,0,"http://rosettacode.org//wiki/Call_a_function",0.0799439450684937,0.913521424995959,0,0.00644871060383031,0
0,0,0,0,1,0,1,1,0,0,0,0,3,3,1,1,0,24.3333333333333,1,0,"http://rosettacode.org//wiki/Call_a_function",0.0399719725342469,0.956654826117896,0,0.00322435530190667,0
0,0,0,0,0,0,2,3,0,0,0,0,7,7,1,1,0,18.5714285714286,1,0,"http://rosettacode.org//wiki/Call_a_function",0.0397191520993327,0.923970054639519,0,0.0361594717926,0
0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,26.75,0,0,"http://rosettacode.org//wiki/Call_a_function",0,0.975157010663735,0,0.0246296931955717,0
0,0,0,0,0,0,0,1,0,0,0,0,6,6,1,1,0,22.6666666666667,1,0,"http://rosettacode.org//wiki/Call_a_function",0.0397823572080613,0.932141247509115,0,0.0279256926699253,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,0,0,"http://rosettacode.org//wiki/Call_an_object_method",0,0.999788227239816,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,36,0,0,"http://rosettacode.org//wiki/Case-sensitivity_of_identifiers",0,0.975157010663735,0,0.0246296931955717,0
7,0,3,6,0,7,12,20,3,1,0,0,41,37,0,0,4,32.6341463414634,0,4,"http://rosettacode.org//wiki/Casting_out_nines",0,0.54882388587077,0.451364155125999,0,0
4,0,2,4,0,0,9,0,0,0,0,0,33,29,0,0,4,22.7575757575758,0,1,"http://rosettacode.org//wiki/Catalan_numbers",0,0.562543913158355,0.437636491787038,0,0
0,0,0,3,0,0,4,0,0,0,0,0,13,11,0,0,2,21.0769230769231,0,2,"http://rosettacode.org//wiki/Catamorphism",0,0.78802608384288,0.211954414224037,0,0
0,0,0,0,0,0,4,0,0,0,0,0,17,14,3,0,0,29.0588235294118,0,0,"http://rosettacode.org//wiki/Catamorphism",0,0.880360752639823,0,0.0354550450393203,0.0839882989075359
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,48.5,2,0,"http://rosettacode.org//wiki/Character_codes",0.0792385469560383,0.920676491218281,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,41,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.999788227239816,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,15,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.999788227239816,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,23.3333333333333,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.983367416189103,0,0.0164197954637069,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.999788227239816,0,0,0
0,0,4,3,0,2,1,1,1,0,0,0,129,110,19,0,0,36.0077519379845,0,1,"http://rosettacode.org//wiki/Chat_server",0,0.0250608807037418,0,0.450014547287997,0.524797279368668
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,34,0,0,"http://rosettacode.org//wiki/Check_that_file_exists",0,0.966946605138362,0,0.0328395909274421,0
0,0,0,2,0,0,1,1,2,0,0,0,23,21,7,6,1,34.8260869565217,6,2,"http://rosettacode.org//wiki/Classes",0.244756413394784,0.641292381925567,0.114224846985409,0,0
0,0,0,4,1,0,4,0,0,0,0,0,26,25,0,0,1,27.6153846153846,0,1.5,"http://rosettacode.org//wiki/Closest-pair_problem",0,0.783444422710358,0.117935744094296,0.0985047284692059,0
5,0,0,20,0,0,30,4,5,2,0,0,120,116,6,2,0,32.1833333333333,2,0,"http://rosettacode.org//wiki/Closest-pair_problem",0.0777514476446935,0,0,0.846189860699445,0.0759361443591949
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,19,0,0,"http://rosettacode.org//wiki/Collections",0,0.966946605138362,0,0.0328395909274421,0
0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,40.6,3,0,"http://rosettacode.org//wiki/Collections",0.119709161420027,0.880268749000727,0,0,0
5,0,1,3,0,0,9,2,0,0,0,4,20,18,0,0,2,18.15,0,1.33333333333333,"http://rosettacode.org//wiki/Combinations",0,0.776021059966242,0.223966119645628,0,0
0,0,0,0,0,0,2,0,2,0,0,0,24,22,2,0,0,33.875,0,2,"http://rosettacode.org//wiki/Combinations",0,0.819181490749364,0,0.127914688719238,0.0526952154297092
2,1,0,1,0,0,8,0,0,0,0,0,23,22,1,0,0,24.304347826087,0,0,"http://rosettacode.org//wiki/Combinations",0,0.823508231079749,0,0.152734553787456,0.0235407160656003
3,1,0,2,1,0,10,1,0,0,0,0,38,35,3,0,0,25.7368421052632,0,0,"http://rosettacode.org//wiki/Combinations",0,0.708407496810129,0,0.213009463895008,0.0783745156090269
1,0,1,1,0,0,4,0,1,0,0,0,20,19,0,0,1,28,0,3,"http://rosettacode.org//wiki/Combinations_with_repetitions",0,0.832701293909149,0.117969755292743,0.04921692686693,0
1,0,0,0,1,0,7,1,0,0,0,0,37,31,6,0,0,29.5405405405405,0,0,"http://rosettacode.org//wiki/Combinations_with_repetitions",0,0.728180276929415,0,0.104729979384483,0.166907305758213
0,0,0,0,0,0,0,1,0,0,0,0,11,11,0,0,0,15.3636363636364,0,0,"http://rosettacode.org//wiki/Combinations_with_repetitions",0,0.917684171986158,0,0.0820989773186268,0
0,0,0,0,0,0,1,0,0,0,0,0,17,17,0,0,0,19,0,1,"http://rosettacode.org//wiki/Comma_quibbling",0,0.868421738833963,0,0.131358363709803,0
1,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,35.3333333333333,0,0,"http://rosettacode.org//wiki/Command-line_arguments",0,0.983367416189103,0,0.0164197954637069,0
1,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,33,0,0,"http://rosettacode.org//wiki/Command-line_arguments",0,0.991577821714465,0,0.00820989773184782,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,31,1,0,"http://rosettacode.org//wiki/Comments",0.0394490052808251,0.960402734070406,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53,0,0,"http://rosettacode.org//wiki/Comments",0.000592937215497273,0.981133780857739,0,0,0.0180679569939072
0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,16.3333333333333,0,0,"http://rosettacode.org//wiki/Comments",0.000203036318667191,0.875791695328421,0,0,0.123828063911667
0,0,0,1,0,0,6,0,0,0,0,0,29,28,8,8,1,23.2413793103448,8,1,"http://rosettacode.org//wiki/Compare_a_list_of_strings",0.318119612329096,0.546487517328442,0.115810547594903,0.0199721962638372,0
0,0,0,2,0,0,27,8,0,0,0,0,42,41,1,0,0,29.3809523809524,0,2,"http://rosettacode.org//wiki/Arithmetic/Complex",0,0.667931475805256,0,0.31337902799023,0.0184615787955206
0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,27.5,0,0,"http://rosettacode.org//wiki/Concurrent_computing",0,0.975157010663735,0,0.0246296931955717,0
0,0,0,1,0,0,1,0,0,0,0,0,9,9,0,0,0,32.6666666666667,0,0,"http://rosettacode.org//wiki/Concurrent_computing",0,0.934104983036888,0,0.0656791818549031,0
0,0,2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,13.8571428571429,0,0,"http://rosettacode.org//wiki/Conditional_structures",0,0.950525794087632,0,0.0492593863911659,0
0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,13.7333333333333,0,0,"http://rosettacode.org//wiki/Conditional_structures",0,0.884842549884693,0,0.11493856824608,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46,0,0,"http://rosettacode.org//wiki/Conditional_structures",0,0.999788227239816,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,25.4444444444444,0,2,"http://rosettacode.org//wiki/Conditional_structures",0,0.934104983036888,0,0.0656791818549031,0
1,0,0,5,0,0,6,0,0,0,0,0,35,32,3,0,0,23.7714285714286,0,0,"http://rosettacode.org//wiki/Constrained_random_points_on_a_circle",0,0.732972247642944,0,0.187644546915622,0.0791764846516711
0,0,1,1,0,0,1,0,0,0,0,0,10,10,0,0,0,16.8,0,0,"http://rosettacode.org//wiki/Loops/Continue",0,0.925894577511523,0,0.0738890795867648,0
0,0,0,0,0,0,3,0,0,0,0,0,10,10,0,0,0,19.4,0,1,"http://rosettacode.org//wiki/Loops/Continue",0,0.925894577511523,0,0.0738890795867648,0
0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,13.5,0,0,"http://rosettacode.org//wiki/Loops/Continue",0,0.991577821714465,0,0.00820989773184782,0
0,0,0,0,0,0,0,4,0,0,0,0,5,4,4,3,0,32.6,3,0,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0.126227689432812,0.873760245075204,0,0,0
4,0,1,1,0,0,3,0,6,0,0,0,19,19,2,2,0,62.2105263157895,2,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0.0790590735462938,0.799124724821636,0,0.121721618321259,0
3,0,2,1,1,0,3,0,8,1,0,0,30,29,5,4,0,51.6,4,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0.165516996568672,0.657643728068633,0,0.176876677443997,0
2,0,2,14,0,0,11,5,1,1,1,0,90,90,0,0,0,29.7777777777778,0,0,"http://rosettacode.org/wiki/Conway%27s_Game_of_Life",0,0.269062135482233,0,0.730680898135807,0
