"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3"
0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,37.4285714285714,0,0,"http://rosettacode.org//wiki/99_Bottles_of_Beer",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,0,0,0,11,1,2,0,0,0,54,34,20,1,1,30.5925925925926,1,0,"http://rosettacode.org//wiki/9_billion_names_of_God_the_integer",0.161733269941197,0.378739708419375,0.459686741818524
0,0,0,0,0,0,0,4,0,0,0,0,10,10,0,0,0,24.5,0,0,"http://rosettacode.org/wiki/A%2BB",0.0234336764326245,0.968621494409381,0.00788782597298624
3,0,0,6,0,0,2,0,1,0,0,0,34,23,10,0,1,38.0588235294118,0,2,"http://rosettacode.org//wiki/ABC_Problem",0.18501373437487,0.624497284499163,0.190547302662283
1,0,0,1,1,2,7,1,0,0,0,0,38,33,3,0,2,33.0789473684211,0,0,"http://rosettacode.org//wiki/ABC_Problem",0.413443859794003,0.5703999130272,0.0162037538854797
0,0,0,0,0,0,12,0,2,0,0,0,68,68,0,0,0,24.8970588235294,0,0,"http://rosettacode.org//wiki/AKS_test_for_primes",0.244498341208494,0.673225889921292,0.082298668400638
6,0,3,4,0,0,10,8,2,0,0,0,25,23,0,0,2,26.72,0,1,"http://rosettacode.org//wiki/AKS_test_for_primes",0.365265391628297,0.634769912764344,0
2,0,2,2,0,0,3,3,1,0,0,0,6,6,0,0,0,45.6666666666667,0,0,"http://rosettacode.org//wiki/Abundant_deficient_and_perfect_number_classifications",0.00818783748256359,0.988993605063733,0.00275604373659614
3,0,3,2,0,0,3,4,1,0,0,0,7,7,0,0,0,44.5714285714286,0,0,"http://rosettacode.org//wiki/Abundant_deficient_and_perfect_number_classifications",0.0119992972200755,0.983900577400149,0.00403898929569256
11,0,3,12,0,1,18,24,2,0,0,0,54,51,0,0,3,23.1481481481481,0,1.66666666666667,"http://rosettacode.org//wiki/Abundant_deficient_and_perfect_number_classifications",0.627703693190877,0.372398127941439,0
0,0,0,1,0,0,2,1,0,0,0,0,9,9,0,0,0,19.6666666666667,0,1,"http://rosettacode.org//wiki/Accumulator_factory",0.0196222166951073,0.973714522072971,0.00660488041388805
0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,0,30,0,2,"http://rosettacode.org//wiki/Ackermann_function",0,0.999935118537253,0
0,0,0,1,1,0,0,4,0,0,0,0,29,28,0,0,1,23.3448275862069,0,1,"http://rosettacode.org//wiki/Active_object",0.24575558249127,0.75424208965867,0
0,0,0,0,0,0,1,3,0,0,0,0,3,3,2,2,0,24.6666666666667,2,0,"http://rosettacode.org//wiki/Add_a_variable_to_a_class_instance_at_runtime",0,0.878365029967313,0.121622833444079
5,0,2,0,0,0,3,4,0,0,0,0,40,40,0,0,0,38.25,0,0,"http://rosettacode.org//wiki/Align_columns",0.137777468558072,0.815830664501751,0.0463761927459089
0,0,0,1,2,0,0,1,2,0,0,2,56,52,5,1,0,40.0178571428571,1,0,"http://rosettacode.org//wiki/Align_columns",0.141333301123507,0.645788224125292,0.212929698405714
2,8,0,2,0,3,16,4,1,1,0,2,111,99,12,0,0,29.4504504504505,0,0,"http://rosettacode.org//wiki/Align_columns",0.307393983643633,0.321402440269478,0.371355290465937
3,0,6,6,0,1,2,0,0,1,0,0,51,49,1,1,2,24.8235294117647,1,1,"http://rosettacode.org//wiki/Amb",0.464480303475737,0.493116790710061,0.0424726111039306
2,0,0,2,0,1,15,1,0,0,0,1,54,48,6,0,0,32.5555555555556,0,0,"http://rosettacode.org//wiki/Amicable_pairs",0.140639341744277,0.678116647152755,0.181282412085327
0,0,0,0,0,0,0,1,0,0,0,0,10,10,0,0,0,14.1,0,0,"http://rosettacode.org//wiki/Amicable_pairs",0.0234336764326245,0.968621494409381,0.00788782597298624
0,0,0,2,0,0,1,0,2,0,0,0,20,19,4,3,0,36.2,3,0,"http://rosettacode.org//wiki/Anagrams",0,0.760429391144264,0.239602169228785
0,0,0,0,0,0,0,0,0,0,0,0,25,22,3,0,0,31.28,0,0,"http://rosettacode.org//wiki/Anagrams",0.0553562909258447,0.859020264426183,0.0856045001154742
0,0,0,4,3,0,1,0,2,1,0,0,41,41,0,0,0,38.9268292682927,0,5,"http://rosettacode.org//wiki/Animate_a_pendulum",0.14158892829559,0.81073763683816,0.0476591383050071
4,0,1,8,3,2,1,0,0,0,0,0,50,44,5,5,6,21.98,5,0,"http://rosettacode.org//wiki/Animate_a_pendulum",0.901691111194921,0,0.0985950458670679
2,0,0,0,1,0,0,0,0,0,0,0,16,16,1,1,0,30.375,1,1,"http://rosettacode.org//wiki/Animation",0.0225406203822457,0.893783750707978,0.0836485550337805
0,0,0,0,1,0,2,0,0,0,0,0,8,8,0,0,0,24.75,0,1,"http://rosettacode.org//wiki/Anonymous_recursion",0.0158107569575901,0.978807549736562,0.00532193485478986
0,0,0,0,1,0,2,0,0,0,0,0,8,8,0,0,0,22,0,1,"http://rosettacode.org//wiki/Anonymous_recursion",0.0158107569575901,0.978807549736562,0.00532193485478986
0,0,0,1,0,0,3,0,0,0,0,0,10,10,0,0,0,18.3,0,2,"http://rosettacode.org//wiki/Apply_a_callback_to_an_array",0.0234336764326245,0.968621494409381,0.00788782597298624
0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,17.6666666666667,0,0,"http://rosettacode.org//wiki/Apply_a_callback_to_an_array",0,0.999935118537253,0
0,0,0,0,0,0,2,1,0,0,0,0,4,4,0,0,0,15.5,0,0,"http://rosettacode.org//wiki/Apply_a_callback_to_an_array",0.000564918007531808,0.999179660390911,0.000190152618400642
0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,24.4444444444444,0,2,"http://rosettacode.org//wiki/Arithmetic-geometric_mean",0.0196222166951073,0.973714522072971,0.00660488041388805
0,0,1,7,1,6,11,0,2,1,0,0,50,45,0,0,5,29.4,0,1,"http://rosettacode.org//wiki/Arithmetic_evaluation",0.884047977213486,0.116132609555382,0
0,0,0,0,0,0,1,0,0,0,0,0,10,10,2,2,0,22.2,2,1,"http://rosettacode.org//wiki/Averages/Arithmetic_mean",0,0.862340837478897,0.137650792585402
0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1,0,23.125,1,1,"http://rosettacode.org//wiki/Averages/Arithmetic_mean",0,0.928678866355357,0.071284790062019
0,0,0,0,0,0,1,0,0,0,0,0,8,8,2,2,0,26,2,1,"http://rosettacode.org//wiki/Averages/Arithmetic_mean",0,0.866919178189875,0.13307137568788
0,0,0,0,0,0,1,1,0,0,0,0,8,8,2,2,0,27.625,2,0,"http://rosettacode.org//wiki/Averages/Arithmetic_mean",0,0.866919178189875,0.13307137568788
0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,28.3333333333333,0,1,"http://rosettacode.org//wiki/Averages/Arithmetic_mean",0,0.999935118537253,0
0,0,0,0,1,0,3,0,0,0,0,0,3,3,1,1,0,25,1,0,"http://rosettacode.org//wiki/Array_concatenation",0,0.940124718132797,0.0598362478182164
0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,0,0,20.7857142857143,0,0,"http://rosettacode.org//wiki/Array_concatenation",0.0302630881928491,0.937180778745237,0.0325104384613847
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,40,0,0,"http://rosettacode.org//wiki/Array_length",0,0.999936507872942,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,17.3333333333333,0,1,"http://rosettacode.org//wiki/Array_length",0,0.999935118537253,0
0,0,0,0,1,0,2,0,0,0,0,0,5,5,0,0,0,17.8,0,1,"http://rosettacode.org//wiki/Array_length",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,32.6666666666667,0,2,"http://rosettacode.org//wiki/Array_length",0,0.999935118537253,0
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,27,0,2,"http://rosettacode.org//wiki/Array_length",0,0.999935118537253,0
0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,1,0,27,1,0,"http://rosettacode.org//wiki/Array_map",0,0.940124718132797,0.0598362478182164
0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,37.3333333333333,0,0,"http://rosettacode.org//wiki/Array_map",0,0.984624351684013,0.0153173687222686
0,0,0,0,0,0,0,1,0,0,0,0,31,31,0,0,0,16.8387096774194,0,0,"http://rosettacode.org//wiki/Array_search",0.103474330920436,0.861667913474043,0.0348296827140314
0,0,1,0,0,0,0,1,2,0,0,0,11,11,2,2,0,39.7272727272727,2,0,"http://rosettacode.org//wiki/Array_search",0,0.86005166712341,0.139940501034161
0,0,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,5.33333333333333,0,0,"http://rosettacode.org//wiki/Array_search",0.00818783748256359,0.988993605063733,0.00275604373659614
0,0,0,0,0,0,0,1,0,0,0,0,11,11,1,1,0,19.7272727272727,1,0,"http://rosettacode.org//wiki/Array_search",0.00348332169466761,0.919248889025921,0.0772338272382923
0,0,0,2,4,0,2,0,1,0,0,0,15,8,9,2,0,42.6666666666667,2,0,"http://rosettacode.org//wiki/Arrays",0,0.730074603401581,0.269973280538606
1,0,1,2,0,0,8,10,0,0,0,2,22,21,0,0,1,23.2727272727273,0,1,"http://rosettacode.org//wiki/Balanced_brackets",0.215437417431304,0.784554127704127,0
0,0,0,1,1,0,6,1,0,1,0,0,42,36,7,1,0,27.2619047619048,1,2,"http://rosettacode.org//wiki/Barnsley_fern",0.0711400104186304,0.694953401395929,0.233950121082368
1,0,2,5,0,0,14,2,15,1,0,6,77,68,19,13,3,45.1688311688312,13,0,"http://rosettacode.org//wiki/Base64_encode_data",0.154188530827652,0,0.846331871384408
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,140,1,0,"http://rosettacode.org//wiki/Base64_encode_data",0,0.944703058843775,0.0552568309206938
0,0,0,0,2,0,0,1,1,0,0,0,14,14,1,1,0,24.4285714285714,1,0,"http://rosettacode.org//wiki/Base64_encode_data",0.014917700907214,0.903969806035156,0.0810826639155851
10,0,2,19,1,0,16,0,1,1,0,0,49,46,1,1,3,27.0408163265306,1,1,"http://rosettacode.org//wiki/Best_shuffle",0.60985761867982,0.39023483901564,0
0,0,0,2,0,0,1,0,1,0,0,0,7,7,1,1,0,33.2857142857143,1,1,"http://rosettacode.org//wiki/Binary_digits",0,0.930968036710845,0.0689950816132585
0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,19.2,0,0,"http://rosettacode.org//wiki/Binary_digits",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,1,1,0,1,0,0,0,0,0,13,13,0,0,0,25.7692307692308,0,4,"http://rosettacode.org//wiki/Binary_search",0.0348680556451683,0.953342411418619,0.0117366626502782
0,0,0,0,1,0,2,0,0,0,0,0,15,15,0,0,0,22.4666666666667,0,2,"http://rosettacode.org//wiki/Binary_search",0.0424909751201948,0.943156356091448,0.0143025537684719
0,0,4,0,0,0,0,2,8,0,0,0,45,31,39,25,0,59.2888888888889,25,0,"http://rosettacode.org//wiki/Binary_strings",0,0,1.00144816107484
0,0,0,1,0,0,0,0,0,0,0,0,24,16,9,1,0,32.4166666666667,1,0,"http://rosettacode.org//wiki/Bitmap",0,0.7539717037534,0.246061777481506
0,0,0,0,1,0,2,0,0,0,0,7,9,9,3,3,0,34.7777777777778,3,2,"http://rosettacode.org//wiki/Bitwise_operations",0,0.802870319668903,0.197147669762503
1,0,1,2,0,0,7,2,1,0,0,0,20,20,0,0,0,22.05,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bogosort",0.061548273807773,0.917691217773505,0.0207172815639602
1,0,1,19,0,0,16,1,4,1,0,0,166,165,16,16,1,22.6566265060241,16,0,"http://rosettacode.org//wiki/Knapsack_problem/Bounded",0,0,1.00073138992151
0,0,0,1,0,0,5,0,2,1,0,0,39,38,0,0,1,33.2051282051282,0,2,"http://rosettacode.org//wiki/Box_the_compass",0.28823530496079,0.709718196279166,0.00205372793768114
3,0,0,4,0,6,22,2,1,1,0,0,133,113,20,0,0,35.0601503759398,0,0,"http://rosettacode.org//wiki/Brace_expansion",0.323914680350288,0.120806991592192,0.555506734782153
1,0,1,1,0,0,1,0,0,0,0,0,8,8,0,0,0,18.625,0,0,"http://rosettacode.org//wiki/Loops/Break",0.0158107569575901,0.978807549736562,0.00532193485478986
1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,26.6666666666667,0,0,"http://rosettacode.org//wiki/Loops/Break",0.0196222166951073,0.973714522072971,0.00660488041388805
1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,25,0,0,"http://rosettacode.org//wiki/Loops/Break",0.0310565959076511,0.95843543908221,0.01045371709118
1,0,0,1,1,0,0,0,0,1,0,0,20,20,0,0,0,22.7,0,4,"http://rosettacode.org/wiki/Bitmap/Bresenham%27s_line_algorithm",0.061548273807773,0.917691217773505,0.0207172815639602
3,0,3,10,1,0,14,0,6,2,0,0,142,109,30,1,4,34.1056338028169,1,2,"http://rosettacode.org//wiki/Brownian_tree",0.539428233941587,0,0.461124928248853
0,0,0,2,0,0,1,1,0,0,0,0,15,15,0,0,0,24.4666666666667,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bubble_sort",0.0424909751201948,0.943156356091448,0.0143025537684719
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,27.6666666666667,0,0,"http://rosettacode.org//wiki/Sorting_algorithms/Bubble_sort",0,0.999935118537253,0
0,6,0,0,0,0,0,1,1,0,0,0,20,20,0,0,0,39.8,0,0,"http://rosettacode.org//wiki/CSV_to_HTML_translation",0.061548273807773,0.917691217773505,0.0207172815639602
0,0,0,2,0,0,2,0,1,0,0,0,10,9,1,0,0,31.2,0,2,"http://rosettacode.org//wiki/Caesar_cipher",0.0150172492427882,0.957552889399589,0.0273786562249945
0,0,0,0,0,0,0,3,0,0,0,0,5,5,2,2,0,15.6,2,0,"http://rosettacode.org//wiki/Call_a_function",0,0.873786689256339,0.126202250341598
0,0,0,0,1,0,1,1,0,0,0,0,3,3,1,1,0,24.3333333333333,1,0,"http://rosettacode.org//wiki/Call_a_function",0,0.940124718132797,0.0598362478182164
0,0,0,0,0,0,2,3,0,0,0,0,7,7,1,1,0,18.5714285714286,1,0,"http://rosettacode.org//wiki/Call_a_function",0,0.930968036710845,0.0689950816132585
0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,26.75,0,0,"http://rosettacode.org//wiki/Call_a_function",0.000564918007531808,0.999179660390911,0.000190152618400642
0,0,0,0,0,0,0,1,0,0,0,0,6,6,1,1,0,22.6666666666667,1,0,"http://rosettacode.org//wiki/Call_a_function",0,0.933257207066333,0.066705373164498
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,0,0,"http://rosettacode.org//wiki/Call_an_object_method",0,0.999936507872942,0
0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,36,0,0,"http://rosettacode.org//wiki/Case-sensitivity_of_identifiers",0.000564918007531808,0.999179660390911,0.000190152618400642
7,0,3,6,0,7,12,20,3,1,0,0,41,37,0,0,4,32.6341463414634,0,4,"http://rosettacode.org//wiki/Casting_out_nines",0.708233004393667,0.291898571391268,0
4,0,2,4,0,0,9,0,0,0,0,0,33,29,0,0,4,22.7575757575758,0,1,"http://rosettacode.org//wiki/Catalan_numbers",0.673583672896565,0.326540900586074,0
0,0,0,3,0,0,4,0,0,0,0,0,13,11,0,0,2,21.0769230769231,0,2,"http://rosettacode.org//wiki/Catamorphism",0.313291394382645,0.686733406556552,0
0,0,0,0,0,0,4,0,0,0,0,0,17,14,3,0,0,29.0588235294118,0,0,"http://rosettacode.org//wiki/Catamorphism",0.0248646130257255,0.899764485734884,0.0753409356426949
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,48.5,2,0,"http://rosettacode.org//wiki/Character_codes",0,0.880654200322803,0.119333124995317
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,41,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.999936507872942,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,15,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.999936507872942,0
0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,23.3333333333333,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.999935118537253,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11,0,0,"http://rosettacode.org//wiki/Character_codes",0,0.999936507872942,0
0,0,4,3,0,2,1,1,1,0,0,0,129,110,19,0,0,36.0077519379845,0,1,"http://rosettacode.org//wiki/Chat_server",0.31708526859006,0.15224770725634,0.530884122293753
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,34,0,0,"http://rosettacode.org//wiki/Check_that_file_exists",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,2,0,0,1,1,2,0,0,0,23,21,7,6,1,34.8260869565217,6,2,"http://rosettacode.org//wiki/Classes",0.0762646351179071,0.514460567567516,0.40939576348139
0,0,0,4,1,0,4,0,0,0,0,0,26,25,0,0,1,27.6153846153846,0,1.5,"http://rosettacode.org//wiki/Closest-pair_problem",0.232762083179855,0.767232963106723,0
5,0,0,20,0,0,30,4,5,2,0,0,120,116,6,2,0,32.1833333333333,2,0,"http://rosettacode.org//wiki/Closest-pair_problem",0.361504909849006,0.27555487593579,0.363101269894163
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,19,0,0,"http://rosettacode.org//wiki/Collections",0.00437637774504638,0.994086632727323,0.00147309817749795
0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,40.6,3,0,"http://rosettacode.org//wiki/Collections",0,0.812027001090857,0.187988835967459
5,0,1,3,0,0,9,2,0,0,0,4,20,18,0,0,2,18.15,0,1.33333333333333,"http://rosettacode.org//wiki/Combinations",0.343609559442608,0.656421368511098,0
0,0,0,0,0,0,2,0,2,0,0,0,24,22,2,0,0,33.875,0,2,"http://rosettacode.org//wiki/Combinations",0.0599612583781612,0.87518189709957,0.0648307243043669
2,1,0,1,0,0,8,0,0,0,0,0,23,22,1,0,0,24.304347826087,0,0,"http://rosettacode.org//wiki/Combinations",0.064566225830483,0.891343529772948,0.0440569484932613
3,1,0,2,1,0,10,1,0,0,0,0,38,35,3,0,0,25.7368421052632,0,0,"http://rosettacode.org//wiki/Combinations",0.104905267513539,0.792810904799543,0.102282792383741
1,0,1,1,0,0,4,0,1,0,0,0,20,19,0,0,1,28,0,3,"http://rosettacode.org//wiki/Combinations_with_repetitions",0.206775084557029,0.793214710002827,0
1,0,0,0,1,0,7,1,0,0,0,0,37,31,6,0,0,29.5405405405405,0,0,"http://rosettacode.org//wiki/Combinations_with_repetitions",0.0758445262065238,0.764698117433744,0.159472337580671
0,0,0,0,0,0,0,1,0,0,0,0,11,11,0,0,0,15.3636363636364,0,0,"http://rosettacode.org//wiki/Combinations_with_repetitions",0.0272451361701365,0.963528466745797,0.00917077153208266
0,0,0,0,0,0,1,0,0,0,0,0,17,17,0,0,0,19,0,1,"http://rosettacode.org//wiki/Comma_quibbling",0.0501138945952292,0.932970300764266,0.0168684448866683
1,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,35.3333333333333,0,0,"http://rosettacode.org//wiki/Command-line_arguments",0,0.999935118537253,0
1,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,33,0,0,"http://rosettacode.org//wiki/Command-line_arguments",0,0.999935813205098,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,31,1,0,"http://rosettacode.org//wiki/Comments",0,0.944703058843775,0.0552568309206938
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53,0,0,"http://rosettacode.org//wiki/Comments",0,0.989202692394989,0.0107379518247476
0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,16.3333333333333,0,0,"http://rosettacode.org//wiki/Comments",0,0.891456567546209,0.108525026718122
0,0,0,1,0,0,6,0,0,0,0,0,29,28,8,8,1,23.2413793103448,8,1,"http://rosettacode.org//wiki/Compare_a_list_of_strings",0.0600261917818941,0.406411851156032,0.533728717996385
0,0,0,2,0,0,27,8,0,0,0,0,42,41,1,0,0,29.3809523809524,0,2,"http://rosettacode.org//wiki/Arithmetic/Complex",0.13698396084327,0.794576004164777,0.0684329141161136
0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,27.5,0,0,"http://rosettacode.org//wiki/Concurrent_computing",0.000564918007531808,0.999179660390911,0.000190152618400642
0,0,0,1,0,0,1,0,0,0,0,0,9,9,0,0,0,32.6666666666667,0,0,"http://rosettacode.org//wiki/Concurrent_computing",0.0196222166951073,0.973714522072971,0.00660488041388805
0,0,2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,13.8571428571429,0,0,"http://rosettacode.org//wiki/Conditional_structures",0.0119992972200755,0.983900577400149,0.00403898929569256
0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,13.7333333333333,0,0,"http://rosettacode.org//wiki/Conditional_structures",0.0424909751201948,0.943156356091448,0.0143025537684719
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,46,0,0,"http://rosettacode.org//wiki/Conditional_structures",0,0.999936507872942,0
0,0,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,25.4444444444444,0,2,"http://rosettacode.org//wiki/Conditional_structures",0.0196222166951073,0.973714522072971,0.00660488041388805
1,0,0,5,0,0,6,0,0,0,0,0,35,32,3,0,0,23.7714285714286,0,0,"http://rosettacode.org//wiki/Constrained_random_points_on_a_circle",0.0934708883009957,0.808089987790304,0.0984339557064491
0,0,1,1,0,0,1,0,0,0,0,0,10,10,0,0,0,16.8,0,0,"http://rosettacode.org//wiki/Loops/Continue",0.0234336764326245,0.968621494409381,0.00788782597298624
0,0,0,0,0,0,3,0,0,0,0,0,10,10,0,0,0,19.4,0,1,"http://rosettacode.org//wiki/Loops/Continue",0.0234336764326245,0.968621494409381,0.00788782597298624
0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,13.5,0,0,"http://rosettacode.org//wiki/Loops/Continue",0,0.999935813205098,0
0,0,0,0,0,0,0,4,0,0,0,0,5,4,4,3,0,32.6,3,0,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0,0.794766946476589,0.205256542497374
4,0,1,1,0,0,3,0,6,0,0,0,19,19,2,2,0,62.2105263157895,2,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0.0102131851193206,0.834225089997341,0.155560447417282
3,0,2,1,1,0,3,0,8,1,0,0,30,29,5,4,0,51.6,4,3,"http://rosettacode.org//wiki/Non-decimal_radices/Convert",0,0.675777999423896,0.324285839342255
2,0,2,14,0,0,11,5,1,1,1,0,90,90,0,0,0,29.7777777777778,0,0,"http://rosettacode.org/wiki/Conway%27s_Game_of_Life",0.328350455433822,0.561179281322363,0.110523470700781
4,0,2,16,2,3,17,9,3,2,1,0,123,115,6,0,2,32.1219512195122,0,1.33333333333333,"http://rosettacode.org/wiki/Conway%27s_Game_of_Life",0.712168655913279,0.104286746592853,0.183726617164791
0,0,0,0,0,0,0,0,1,0,0,0,5,5,2,2,0,40.6,2,0,"http://rosettacode.org//wiki/Copy_a_string",0,0.873786689256339,0.126202250341598
0,0,0,0,1,0,2,1,0,0,0,0,3,3,2,2,0,47.6666666666667,2,0,"http://rosettacode.org//wiki/Copy_a_string",0,0.878365029967313,0.121622833444079
3,0,2,0,0,1,1,0,0,0,0,0,14,13,0,0,1,21.4285714285714,0,1,"http://rosettacode.org//wiki/Count_in_factors",0.180788085934203,0.819196456898931,0
0,0,0,1,0,0,1,0,1,0,0,0,3,3,2,2,0,55.3333333333333,2,0,"http://rosettacode.org//wiki/Count_in_octal",0,0.878365029967313,0.121622833444079
0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,33,0,2,"http://rosettacode.org//wiki/Count_occurrences_of_a_substring",0.000564918007531808,0.999179660390911,0.000190152618400642
0,0,0,2,1,0,4,0,0,0,0,0,15,13,2,0,0,30,0,2,"http://rosettacode.org//wiki/Count_the_coins",0.02565812074053,0.921019146071854,0.0532842142724911
